canonical_name,alias,language
Aaron,Erin,en
Aaron,Ron,en
Aaron,Ronnie,en
Abbigail,Abbe,en
Abbigail,Abbey,en
Abbigail,Abbi,en
Abbigail,Abbie,en
Abbigail,Abby,en
Abbigail,Gail,en
Abbigail,Nabby,en
Abbigale,Abbe,en
Abbigale,Abbey,en
Abbigale,Abbi,en
Abbigale,Abbie,en
Abbigale,Abby,en
Abbigale,Gail,en
Abbigale,Nabby,en
Abednego,Bedney,en
Abel,Ab,en
Abel,Abe,en
Abel,Eb,en
Abel,Ebbie,en
Abiel,Ab,en
Abigail,Abbe,en
Abigail,Abbey,en
Abigail,Abbi,en
Abigail,Abbie,en
Abigail,Abby,en
Abigail,Gail,en
Abigail,Nabby,en
Abigale,Abbe,en
Abigale,Abbey,en
Abigale,Abbi,en
Abigale,Abbie,en
Abigale,Abby,en
Abigale,Gail,en
Abigale,Nabby,en
Abijah,Ab,en
Abijah,Bige,en
Abner,Ab,en
Abraham,Ab,en
Abraham,Abe,en
Abram,Ab,en
Abram,Abe,en
Absalom,Ab,en
Absalom,Abbie,en
Absalom,App,en
Ada,Addy,en
Ada,Adie,en
Adaline,Ada,en
Adaline,Addy,en
Adaline,Adie,en
Adaline,Delia,en
Adaline,Dell,en
Adaline,Lena,en
Addison,Addie,en
Addison,Addy,en
Adela,Adie,en
Adela,Della,en
Adelaide,Addy,en
Adelaide,Adele,en
Adelaide,Adie,en
Adelaide,Dell,en
Adelaide,Della,en
Adelaide,Heidi,en
Adelbert,Albert,en
Adelbert,Bert,en
Adelbert,Del,en
Adelbert,Delbert,en
Adele,Addy,en
Adele,Dell,en
Adeline,Ada,en
Adeline,Addy,en
Adeline,Delia,en
Adeline,Dell,en
Adeline,Lena,en
Adelphia,Addy,en
Adelphia,Adele,en
Adelphia,Dell,en
Adelphia,Delphia,en
Adelphia,Philly,en
Adena,Adina,en
Adena,Deena,en
Adena,Dena,en
Adena,Dina,en
Adolphus,Ado,en
Adolphus,Adolph,en
Adolphus,Dolph,en
Adrian,Rian,en
Adriane,Riane,en
Adrienne,Addie,en
Adrienne,Enne,en
Adrienne,Rienne,en
Agatha,Aga,en
Agatha,Aggy,en
Agnes,Aggy,en
Agnes,Inez,en
Agnes,Nessa,en
Aileen,Allie,en
Aileen,Lena,en
Alan,Al,en
Alanson,Al,en
Alanson,Lanson,en
Alastair,Al,en
Alazama,Ali,en
Albert,Al,en
Albert,Bert,en
Alberta,Allie,en
Alberta,Bert,en
Alberta,Bertie,en
Aldo,Al,en
Aldrich,Rich,en
Aldrich,Riche,en
Aldrich,Richie,en
Aleksandr,Alek,en
Aleksandr,Alex,en
Aleva,Leve,en
Aleva,Levy,en
Alex,Al,en
Alexander,Al,en
Alexander,Alec,en
Alexander,Alex,en
Alexander,Sandy,en
Alexandra,Alex,en
Alexandra,Alla,en
Alexandra,Sandra,en
Alexandra,Sandy,en
Alexandria,Alex,en
Alexandria,Alexander,en
Alexandria,Alla,en
Alexandria,Drina,en
Alexandria,Sandra,en
Alexis,Alex,en
Alexis,Lexi,en
Alfonse,Al,en
Alfred,Al,en
Alfred,Fred,en
Alfred,Freddy,en
Alfreda,Alfy,en
Alfreda,Freda,en
Alfreda,Freddy,en
Alfreda,Frieda,en
Algernon,Algy,en
Alice,Allie,en
Alice,Elsie,en
Alice,Lisa,en
Alicia,Allie,en
Alicia,Elsie,en
Alicia,Lisa,en
Aline,Adeline,en
Alison,Ali,en
Alison,Allie,en
Alixandra,Alix,en
Allan,Al,en
Allan,Alan,en
Allan,Allen,en
Allen,Al,en
Allen,Alan,en
Allen,Allan,en
Allisandra,Ali,en
Allisandra,Allie,en
Allisandra,Ally,en
Allison,Ali,en
Allison,Allie,en
Allison,Ally,en
Allyson,Ali,en
Allyson,Allie,en
Allyson,Ally,en
Allyssa,Ali,en
Allyssa,Allie,en
Allyssa,Ally,en
Almena,Ali,en
Almena,Allie,en
Almena,Ally,en
Almena,Mena,en
Almina,Minnie,en
Almira,Myra,en
Alonzo,Al,en
Alonzo,Lon,en
Alonzo,Lonzo,en
Alphinias,Alphus,en
Althea,Ally,en
Alverta,Vert,en
Alverta,Virdie,en
Alyssa,Al,en
Alyssa,Ally,en
Alyssa,Lissia,en
Alzada,Zada,en
Amanda,Manda,en
Amanda,Mandy,en
Ambrose,Brose,en
Amelia,Amy,en
Amelia,Emily,en
Amelia,Mel,en
Amelia,Millie,en
Amos,Moses,en
Anastasia,Ana,en
Anastasia,Stacy,en
Anderson,Andy,en
Andre,Drea,en
Andrea,Andi,en
Andrea,Andrew,en
Andrea,Andy,en
Andrea,Drea,en
Andrea,Rea,en
Andrew,Andy,en
Andrew,Drew,en
Andrew,Randy,en
Andriane,Ada,en
Andriane,Adri,en
Andriane,Rienne,en
Angela,Angel,en
Angela,Angie,en
Angelica,Angel,en
Angelica,Angelika,en
Angelica,Angelique,en
Angelica,Angie,en
Angelina,Angel,en
Angelina,Angie,en
Angelina,Lina,en
Ann,Annie,en
Ann,Nan,en
Anna,Ann,en
Anna,Anne,en
Anna,Annie,en
Anna,Nan,en
Anne,Ann,en
Anne,Annie,en
Anne,Nan,en
Annette,Anna,en
Annette,Nettie,en
Annie,Ann,en
Annie,Anna,en
Anselm,Ance,en
Anselm,Anse,en
Anselm,Ansel,en
Anselm,Selma,en
Anthony,Ant,en
Anthony,Tony,en
Antoinette,Ann,en
Antoinette,Netta,en
Antoinette,Tony,en
Antonia,Ann,en
Antonia,Netta,en
Antonia,Tony,en
Antonio,Ant,en
Antonio,Tony,en
Appoline,Appie,en
Appoline,Appy,en
Aquilla,Quil,en
Aquilla,Quillie,en
Ara,Arry,en
Ara,Belle,en
Arabella,Ara,en
Arabella,Arry,en
Arabella,Bella,en
Arabella,Belle,en
Arabelle,Ara,en
Arabelle,Arry,en
Arabelle,Bella,en
Arabelle,Belle,en
Araminta,Armida,en
Araminta,Middie,en
Araminta,Minty,en
Araminta,Ruminta,en
Archibald,Archie,en
Archilles,Kill,en
Archilles,Killis,en
Ariadne,Ari,en
Ariadne,Arie,en
Arielle,Arie,en
Aristotle,Telly,en
Arizona,Ona,en
Arizona,Onie,en
Arlene,Arly,en
Arlene,Lena,en
Armanda,Mandy,en
Armena,Arry,en
Armena,Mena,en
Armilda,Milly,en
Arminda,Mindie,en
Arminta,Minite,en
Arminta,Minnie,en
Arnold,Arnie,en
Aron,Erin,en
Aron,Ron,en
Aron,Ronnie,en
Artelepsa,Epsey,en
Artemus,Art,en
Arthur,Art,en
Arthusa,Thursa,en
Arzada,Zaddi,en
Asahel,Asa,en
Asaph,Asa,en
Asenath,Assene,en
Asenath,Natty,en
Asenath,Sene,en
Ashley,Ash,en
Ashley,Ashly,en
Ashley,Leah,en
Ashley,Lee,en
Aubrey,Bree,en
Audrey,Audree,en
Audrey,Dee,en
August,Gus,en
Augusta,Aggy,en
Augusta,Gatsy,en
Augusta,Gussie,en
Augusta,Tina,en
Augustina,Aggy,en
Augustina,Gatsy,en
Augustina,Gussie,en
Augustina,Tina,en
Augustine,August,en
Augustine,Austin,en
Augustine,Gus,en
Augustus,August,en
Augustus,Austin,en
Augustus,Gus,en
Aurelia,Aurilla,en
Aurelia,Ora,en
Aurelia,Orilla,en
Aurelia,Ree,en
Aurelia,Rilly,en
Avarilla,Rilla,en
Azariah,Aze,en
Azariah,Riah,en
Bab,Barby,en
Babs,Bab,en
Babs,Barbara,en
Babs,Barby,en
Barbara,Bab,en
Barbara,Babs,en
Barbara,Barbie,en
Barbara,Barby,en
Barbara,Bobbie,en
Barbery,Barbara,en
Barbie,Barbara,en
Barnabas,Barney,en
Barney,Barnabas,en
Bart,Bartholomew,en
Bartholomew,Bart,en
Bartholomew,Bartel,en
Bartholomew,Bat,en
Bartholomew,Mees,en
Bartholomew,Meus,en
Barticus,Bart,en
Bazaleel,Basil,en
Bea,Beatrice,en
Beatrice,Bea,en
Beatrice,Trisha,en
Beatrice,Trix,en
Beatrice,Trixie,en
Becca,Beck,en
Beck,Becky,en
Bedelia,Bridgit,en
Bedelia,Delia,en
Belinda,Belle,en
Belinda,Linda,en
Bella,Arabella,en
Bella,Belle,en
Bella,Isabella,en
Benedict,Ben,en
Benedict,Bennie,en
Benjamin,Ben,en
Benjamin,Benjy,en
Benjamin,Bennie,en
Benjamin,Benny,en
Benjamin,Jamie,en
Benjy,Benjamin,en
Bernard,Barney,en
Bernard,Berney,en
Bernard,Bernie,en
Bernard,Berny,en
Berney,Bernie,en
Bert,Bertie,en
Bert,Bob,en
Bert,Bobby,en
Bertha,Bert,en
Bertha,Bertie,en
Bertha,Birdie,en
Bertram,Bert,en
Bertrand,Randy,en
Bess,Bessie,en
Beth,Betsy,en
Beth,Betty,en
Beth,Elizabeth,en
Bethena,Beth,en
Bethena,Thaney,en
Beverly,Bev,en
Bezaleel,Zeely,en
Biddie,Biddy,en
Bill,Billy,en
Bill,Fred,en
Bill,Robert,en
Bill,William,en
Bill,Willie,en
Billy,Fred,en
Billy,Robert,en
Billy,William,en
Blanche,Bea,en
Bob,Rob,en
Bob,Robert,en
Bobby,Bob,en
Bobby,Rob,en
Boetius,Bo,en
Brad,Bradford,en
Brad,Ford,en
Bradford,Brad,en
Bradford,Ford,en
Bradley,Brad,en
Brady,Brody,en
Breanna,Bree,en
Breanna,Bri,en
Breeanna,Bree,en
Brenda,Brandy,en
Brian,Bryan,en
Brian,Bryant,en
Brianna,Bri,en
Bridget,Biddie,en
Bridget,Biddy,en
Bridget,Bridgie,en
Bridget,Bridie,en
Brittany,Britt,en
Brittany,Brittnie,en
Brittney,Britt,en
Brittney,Brittnie,en
Broderick,Brady,en
Broderick,Brody,en
Broderick,Rick,en
Broderick,Ricky,en
Broderick,Rod,en
Bryanna,Ana,en
Bryanna,Anna,en
Bryanna,Bri,en
Bryanna,Briana,en
Bryanna,Brianna,en
Caitlin,Cait,en
Caitlin,Caity,en
Caitlyn,Cait,en
Caitlyn,Caity,en
Caldonia,Calliedona,en
Caleb,Cal,en
California,Callie,en
Calista,Kissy,en
Calpurnia,Cally,en
Calvin,Cal,en
Calvin,Vin,en
Calvin,Vinny,en
Cameron,Cam,en
Cameron,Ron,en
Cameron,Ronny,en
Camile,Cammie,en
Camille,Cammie,en
Camille,Millie,en
Campbell,Cam,en
Candace,Candy,en
Candace,Dacey,en
Carla,Carly,en
Carla,Karla,en
Carlotta,Lottie,en
Carlton,Carl,en
Carmellia,Mellia,en
Carmelo,Melo,en
Carmon,Cammie,en
Carmon,Carm,en
Carmon,Charm,en
Carol,Carolann,en
Carol,Carole,en
Carol,Caroline,en
Carol,Carri,en
Carol,Carrie,en
Carol,Cassie,en
Carol,Kara,en
Carol,Kari,en
Carol,Lynn,en
Carolann,Carol,en
Carolann,Carole,en
Caroline,Carol,en
Caroline,Carole,en
Caroline,Carrie,en
Caroline,Cassie,en
Caroline,Lynn,en
Carolyn,Carrie,en
Carolyn,Cassie,en
Carolyn,Lynn,en
Carrie,Cassie,en
Carthaette,Etta,en
Carthaette,Etty,en
Casey,K.C.,en
Casper,Jasper,en
Cassandra,Cassie,en
Cassandra,Sandra,en
Cassandra,Sandy,en
Cassidy,Cass,en
Cassidy,Cassie,en
Caswell,Cass,en
Catherine,Casey,en
Catherine,Cassie,en
Catherine,Cathy,en
Catherine,Kathy,en
Catherine,Katy,en
Catherine,Kay,en
Catherine,Kit,en
Catherine,Kittie,en
Catherine,Lena,en
Catherine,Trina,en
Cathleen,Casey,en
Cathleen,Cassie,en
Cathleen,Cathy,en
Cathleen,Kathy,en
Cathleen,Katy,en
Cathleen,Kay,en
Cathleen,Kit,en
Cathleen,Kittie,en
Cathleen,Lena,en
Cathleen,Trina,en
Cathy,Catherine,en
Cathy,Cathleen,en
Cathy,Kathy,en
Cecilia,Celia,en
Cecilia,Cissy,en
Cedric,Ced,en
Cedric,Rick,en
Cedric,Ricky,en
Celeste,Celia,en
Celeste,Lessie,en
Celinda,Linda,en
Celinda,Lindy,en
Celinda,Lynn,en
Charity,Chat,en
Charles,Carl,en
Charles,Charlie,en
Charles,Chick,en
Charles,Chuck,en
Charlie,Charles,en
Charlie,Chuck,en
Charlotte,Char,en
Charlotte,Lotta,en
Charlotte,Lottie,en
Charlotte,Sherry,en
Chauncey,Chan,en
Chelsey,Chelsie,en
Cheryl,Cher,en
Chesley,Chet,en
Chester,Chet,en
Chet,Chester,en
Chick,Caroline,en
Chick,Charlotte,en
Chick,Chuck,en
Chloe,Clo,en
Chris,Kris,en
Christa,Chris,en
Christian,Chris,en
Christian,Kit,en
Christiana,Ann,en
Christiana,Chris,en
Christiana,Christy,en
Christiana,Crissy,en
Christiana,Kris,en
Christiana,Kristy,en
Christiana,Tina,en
Christiano,Chris,en
Christina,Chris,en
Christina,Chrissy,en
Christina,Christy,en
Christina,Crissy,en
Christina,Kris,en
Christina,Kristy,en
Christina,Tina,en
Christine,Chris,en
Christine,Chrissy,en
Christine,Christy,en
Christine,Crissy,en
Christine,Kris,en
Christine,Kristy,en
Christine,Tina,en
Christoffer,Chris,en
Christoph,Chris,en
Christopher,Chris,en
Christopher,Kit,en
Christy,Crissy,en
Cicely,Cilla,en
Cinderella,Arilla,en
Cinderella,Cindy,en
Cinderella,Rella,en
Cinderella,Rilla,en
Cindy,Cinderella,en
Claire,Clair,en
Claire,Clara,en
Claire,Clare,en
Clara,Clarissa,en
Clare,Clara,en
Clarence,Clair,en
Clarence,Clare,en
Clarinda,Clara,en
Clarissa,Cissy,en
Clarissa,Clara,en
Claudia,Claud,en
Cleatus,Cleat,en
Clement,Clem,en
Clementine,Clem,en
Clementine,Clement,en
Cliff,Clifford,en
Clifford,Cliff,en
Clifford,Ford,en
Clifton,Cliff,en
Clifton,Tony,en
Cole,Colie,en
Columbus,Clum,en
Con,Conny,en
Conrad,Con,en
Conrad,Conny,en
Constance,Connie,en
Cordelia,Cordy,en
Cordelia,Delia,en
Corey,Coco,en
Corey,Cordy,en
Corey,Ree,en
Corinne,Cora,en
Corinne,Ora,en
Cornelia,Cornie,en
Cornelia,Corny,en
Cornelia,Nelia,en
Cornelia,Nelle,en
Cornelia,Nelly,en
Cornelius,Con,en
Cornelius,Conny,en
Cornelius,Corny,en
Cornelius,Neil,en
Cornelius,Niel,en
Cory,Coco,en
Cory,Cordy,en
Cory,Ree,en
Courtney,Court,en
Courtney,Curt,en
Crystal,Chris,en
Crystal,Crys,en
Crystal,Stal,en
Crystal,Tal,en
Curtis,Curt,en
Cynthia,Cindy,en
Cynthia,Cintha,en
Cyrenius,Cene,en
Cyrenius,Cy,en
Cyrenius,Renius,en
Cyrenius,Serene,en
Cyrenius,Swene,en
Cyrus,Cy,en
Dahl,Dal,en
Dalton,Dahl,en
Dalton,Dal,en
Daniel,Dan,en
Daniel,Dann,en
Daniel,Danny,en
Danielle,Dani,en
Danielle,Ellie,en
Danny,Daniel,en
Daphne,Daph,en
Daphne,Daphie,en
Darlene,Darry,en
Darlene,Lena,en
David,Dave,en
David,Davey,en
David,Day,en
Daycia,Dacia,en
Daycia,Daisha,en
Deanne,Ann,en
Deanne,Dee,en
Debbie,Deb,en
Debbie,Debby,en
Debbie,Deborah,en
Debbie,Debra,en
Debby,Deb,en
Debora,Deb,en
Debora,Debbie,en
Debora,Debby,en
Deborah,Deb,en
Deborah,Debbie,en
Deborah,Debby,en
Debra,Deb,en
Debra,Debbie,en
Deidre,Deedee,en
Delbert,Bert,en
Delbert,Del,en
Delia,Cordelia,en
Delia,Delius,en
Delia,Fidelia,en
Delilah,Dell,en
Delilah,Della,en
Delilah,Lil,en
Delilah,Lila,en
Deliverance,Della,en
Deliverance,Delly,en
Deliverance,Dilly,en
Della,Adela,en
Della,Adelaide,en
Della,Delilah,en
Della,Dell,en
Delores,Dee,en
Delores,Dell,en
Delores,Della,en
Delores,Lola,en
Delores,Lolly,en
Delpha,Philadelphia,en
Delphine,Del,en
Delphine,Delf,en
Delphine,Delphi,en
Demaris,Dea,en
Demaris,Maris,en
Demaris,Mary,en
Demerias,Dea,en
Demerias,Maris,en
Demerias,Mary,en
Democrates,Mock,en
Dennis,Dennie,en
Dennis,Denny,en
Dennison,Dennis,en
Dennison,Denny,en
Derek,Derrek,en
Derek,Rick,en
Derek,Ricky,en
Derick,Rick,en
Derick,Ricky,en
Derrick,Eric,en
Derrick,Rick,en
Derrick,Ricky,en
Deuteronomy,Duty,en
Diana,Di,en
Diana,Dicey,en
Diana,Didi,en
Diane,Di,en
Diane,Dian,en
Diane,Dianne,en
Diane,Dicey,en
Diane,Didi,en
Dicey,Dicie,en
Dick,Richard,en
Dick,Rick,en
Dickson,Dick,en
Domenic,Dom,en
Domenic,Nic,en
Dominic,Dom,en
Dominic,Nic,en
Dominick,Dom,en
Dominick,Nick,en
Dominick,Nicky,en
Dominico,Dom,en
Donald,Don,en
Donald,Donnie,en
Donald,Donny,en
Donald,Dony,en
Donato,Don,en
Donna,Dona,en
Donovan,Don,en
Donovan,Donnie,en
Donovan,Donny,en
Donovan,Dony,en
Dorcus,Darkey,en
Dorinda,Dora,en
Dorinda,Dorothea,en
Doris,Dora,en
Dorothea,Doda,en
Dorothea,Dora,en
Dorothy,Dolly,en
Dorothy,Dora,en
Dorothy,Dortha,en
Dorothy,Dot,en
Dorothy,Dottie,en
Dorothy,Dotty,en
Dotha,Dotty,en
Dotty,Dot,en
Douglas,Doug,en
Drusilla,Silla,en
Duncan,Dunk,en
Earnest,Ernestine,en
Earnest,Ernie,en
Ebbie,Eb,en
Ebenezer,Eb,en
Ebenezer,Ebbie,en
Ebenezer,Eben,en
Eddie,Ed,en
Eddy,Ed,en
Edgar,Ed,en
Edgar,Eddie,en
Edgar,Eddy,en
Edith,Edie,en
Edith,Edye,en
Edmond,Ed,en
Edmond,Eddie,en
Edmond,Eddy,en
Edmund,Ed,en
Edmund,Eddie,en
Edmund,Eddy,en
Edmund,Ned,en
Edmund,Ted,en
Edna,Edny,en
Eduardo,Ed,en
Eduardo,Eddie,en
Eduardo,Eddy,en
Edward,Ed,en
Edward,Eddie,en
Edward,Eddy,en
Edward,Ned,en
Edward,Ted,en
Edward,Teddy,en
Edwin,Ed,en
Edwin,Eddie,en
Edwin,Eddy,en
Edwin,Ned,en
Edwin,Win,en
Edwina,Edwin,en
Edyth,Edie,en
Edyth,Edye,en
Edythe,Edie,en
Edythe,Edye,en
Egbert,Bert,en
Egbert,Burt,en
Eighta,Athy,en
Eileen,Helen,en
Elaine,Helen,en
Elaine,Lainie,en
Elbert,Albert,en
Elbert,Bert,en
Elbertson,Bert,en
Elbertson,Elbert,en
Eldora,Dora,en
Eleanor,Elaine,en
Eleanor,Ellen,en
Eleanor,Ellie,en
Eleanor,Lanna,en
Eleanor,Lenora,en
Eleanor,Nelly,en
Eleanor,Nora,en
Eleazer,Lazar,en
Elena,Helen,en
Elias,Eli,en
Elias,Lee,en
Elias,Lias,en
Elijah,Eli,en
Elijah,Lige,en
Eliphalel,Life,en
Eliphalet,Left,en
Elisa,Lisa,en
Elisha,Eli,en
Elisha,Lish,en
Eliza,Elizabeth,en
Elizabeth,Bess,en
Elizabeth,Bessie,en
Elizabeth,Beth,en
Elizabeth,Betsy,en
Elizabeth,Betty,en
Elizabeth,Eliza,en
Elizabeth,Lib,en
Elizabeth,Libby,en
Elizabeth,Lisa,en
Elizabeth,Liz,en
Elizabeth,Liza,en
Elizabeth,Lizzie,en
Elizabeth,Lizzy,en
Ella,El,en
Ella,Ellen,en
Ellen,Helen,en
Ellen,Nell,en
Ellen,Nellie,en
Ellender,Ellen,en
Ellender,Helen,en
Ellender,Nellie,en
Ellie,Elly,en
Ellswood,Elsey,en
Elminie,Minnie,en
Elmira,Ellie,en
Elmira,Elly,en
Elmira,Mira,en
Elnora,Nora,en
Eloise,Heloise,en
Eloise,Louise,en
Elouise,Louise,en
Elsie,Elsey,en
Elswood,Elsey,en
Elvira,Elvie,en
Elwood,Woody,en
Elysia,Lisa,en
Elysia,Lissa,en
Elze,Elsey,en
Emanuel,Manny,en
Emanuel,Manuel,en
Emeline,Em,en
Emeline,Emily,en
Emeline,Emma,en
Emeline,Emmy,en
Emeline,Milly,en
Emil,Em,en
Emil,Emily,en
Emily,Em,en
Emily,Emma,en
Emily,Emmy,en
Emily,Mel,en
Emily,Millie,en
Emma,Em,en
Emma,Emmy,en
Epaphroditius,Dite,en
Epaphroditius,Ditus,en
